C:\Users\Zhihan\keras-retinanet\data\train_select\13088_24.45547337444957_118.07673768722468.jpg,623,244,645,265,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13247_24.47303682674832_118.09235855167172.jpg,448,318,465,334,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13247_24.473207224283797_118.0928052158516.jpg,670,310,703,341,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13247_24.473238794918814_118.0929203212341.jpg,595,338,612,355,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13271_24.473298898907807_118.10137450546448.jpg,741,337,794,391,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13271_24.47334811009252_118.10135694495413.jpg,612,361,630,385,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13308_24.456452500000342_118.07852508333335.jpg,288,318,331,375,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\13308_24.456452500000342_118.07852508333335.jpg,293,259,331,316,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13336_24.47327874742922_118.11573914514287.jpg,463,345,488,370,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\13336_24.47331149794295_118.11577461522634.jpg,328,272,390,341,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\13336_24.47337169781618_118.11584170631069.jpg,745,280,792,336,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\13457_24.449974396476044_118.07938137004405.jpg,86,303,135,347,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\13457_24.449974396476044_118.07938137004405.jpg,86,258,133,299,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13466_24.474053503546777_118.1077685602837.jpg,639,345,663,370,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\13466_24.47406982530183_118.10781566265058.jpg,759,280,824,344,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\13708_24.47547040454617_118.08690149545455.jpg,721,318,759,357,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13796_24.47587610116822_118.16598691828796.jpg,832,322,852,346,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13796_24.47587610116822_118.16598691828796.jpg,730,243,761,279,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13796_24.47587610116822_118.16598691828796.jpg,763,251,792,283,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13863_24.47710065714312_118.07687815714286.jpg,388,330,420,363,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13863_24.47716294545497_118.07687812727272.jpg,445,345,464,365,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13863_24.47723788888961_118.07688462962963.jpg,493,356,509,371,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13863_24.47728367742003_118.0768466451613.jpg,774,333,805,371,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13863_24.47728367742003_118.0768466451613.jpg,525,365,536,376,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13863_24.47728367742003_118.0768466451613.jpg,775,297,804,332,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\13863_24.477650071429494_118.07684307142857.jpg,72,444,113,488,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\13948_24.4776712941181_118.10972278571427.jpg,393,324,428,361,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\13960_24.47726044578387_118.18640524096386.jpg,611,350,621,360,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\13960_24.4774149693887_118.18644492857143.jpg,798,291,821,318,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\14.JPG,702,182,741,210,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\14.JPG,709,227,752,257,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\14053_24.478026428571955_118.08052685714286.jpg,647,326,685,364,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\14074_24.478143250000556_118.0817325.jpg,739,261,801,329,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\14164_24.576857233010223_118.08578937864077.jpg,916,298,944,326,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\14164_24.576857233010223_118.08578937864077.jpg,915,328,943,356,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\14178_24.47892876000044_118.07533684.jpg,309,342,360,398,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\14178_24.47892876000044_118.07533684.jpg,311,290,360,339,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\14214_24.47168089281715_118.08629471379703.jpg,668,298,695,323,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\14273_24.480528000000554_118.08642449999999.jpg,848,373,901,429,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\14351_24.473335055442647_118.1157762029922.jpg,349,270,404,331,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\14351_24.473421321128345_118.11582387909989.jpg,720,278,761,327,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\14456_24.48008652478198_118.10502285422741.jpg,849,334,879,378,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\14456_24.4801215970595_118.1051424617647.jpg,661,349,682,370,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\14464_24.47986160424108_118.10422555830388.jpg,693,351,730,388,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\14590_24.48051312500101_118.08628837500001.jpg,659,379,686,406,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\14590_24.48051312500101_118.08628837500001.jpg,161,236,187,275,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\14590_24.48051312500101_118.08628837500001.jpg,162,190,189,227,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\14590_24.480522166666987_118.08639266666667.jpg,848,373,901,429,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\14857_24.45850466666826_118.08898699999999.jpg,322,359,354,394,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15.JPG,93,175,137,204,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15.JPG,78,222,127,255,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15142_24.484159069768253_118.09098533720929.jpg,554,362,574,383,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15247_24.48451379347847_118.08774473913044.jpg,470,295,521,347,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15247_24.484536245901875_118.08770385245903.jpg,602,319,635,351,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.484024742574558_118.07146447029703.jpg,836,333,854,352,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.484024742574558_118.07146447029703.jpg,836,354,854,371,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.48410861250088_118.071472575.jpg,659,223,716,276,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.48410861250088_118.071472575.jpg,659,282,713,336,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.48440743010871_118.0714096344086.jpg,427,370,444,388,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.48440743010871_118.0714096344086.jpg,428,389,445,406,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.4844213698648_118.07135727397261.jpg,497,358,527,392,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15296_24.4844213698648_118.07135727397261.jpg,497,393,528,426,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15316_24.48516719318277_118.09530476136362.jpg,684,296,721,336,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15316_24.48516719318277_118.09530476136362.jpg,686,338,720,372,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\15316_24.485357140628178_118.09526560937499.jpg,195,326,221,357,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15316_24.485357140628178_118.09526560937499.jpg,292,365,315,389,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\15316_24.485357140628178_118.09526560937499.jpg,291,336,315,359,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15341_24.4849300830677_118.0956194600639.jpg,247,284,274,340,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15341_24.4849300830677_118.0956194600639.jpg,700,324,733,356,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15434_24.508242078014526_118.09231104255319.jpg,56,317,93,382,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15520_24.571560962406874_118.093430462406.jpg,879,201,935,258,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15520_24.571560962406874_118.093430462406.jpg,881,260,936,323,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15544_24.490720433962885_118.09347663207548.jpg,700,318,731,349,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\15697_24.487442758065363_118.09455425806452.jpg,326,329,348,357,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15697_24.4877519342111_118.09445552631578.jpg,631,316,650,346,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15761_24.493954666666756_118.0949685.jpg,318,389,344,416,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15761_24.494010000000006_118.09497.jpg,692,372,730,412,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15847_24.4873108382358_118.11022374264705.jpg,756,33,820,80,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\15864_24.484920573171262_118.09578084146341.jpg,633,329,668,362,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15895_24.48762788888941_118.0986238888889.jpg,31,326,57,356,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\15a37e5402391529c417e2174d694155.jpg,203,55,294,147,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\16028_24.48759459231796_118.18323933085502.jpg,81,292,110,336,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\16068_24.57522433333375_118.09672933333336.jpg,788,297,827,343,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\16073_24.48744942662292_118.09451682935153.jpg,263,354,292,390,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\16073_24.48773545991737_118.09443881434599.jpg,670,334,695,376,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\16079_24.4884448884217_118.09693671789474.jpg,806,231,865,306,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\16079_24.4884448884217_118.09693671789474.jpg,806,307,870,387,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\16172_24.487095057357834_118.0974213765586.jpg,813,332,832,356,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\16172_24.487095057357834_118.0974213765586.jpg,268,357,287,382,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\16172_24.487662574879938_118.09722403220613.jpg,304,323,325,355,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\16173_24.48704599056616_118.09740831132075.jpg,886,299,911,340,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\16173_24.487067567567728_118.09740537837838.jpg,257,332,275,356,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\16362_24.48760990000034_118.0985859.jpg,31,326,57,356,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\16378_24.505236145503577_118.09879418253969.jpg,769,345,789,368,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\16591_24.516215053764093_118.10053077419356.jpg,612,315,643,346,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\16665_24.50411005908142_118.10099099343545.jpg,614,327,639,353,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\16727_24.57004452941196_118.10129288235295.jpg,977,353,1003,379,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\17.JPG,180,157,226,205,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\17078_24.511290848624814_118.10365785474006.jpg,975,343,997,366,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\17326_24.43272728571555_118.10527931746032.jpg,615,306,638,330,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\17374_24.490876336471473_118.1057626517647.jpg,770,322,796,349,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\17387_24.492559391249046_118.11166680694983.jpg,697,216,721,237,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\17387_24.51892934346599_118.1056741094225.jpg,594,355,612,373,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\17389_24.518996306991504_118.10567462917933.jpg,848,315,896,376,bg_red_stop
C:\Users\Zhihan\keras-retinanet\data\train_select\17939_24.470823914286168_118.10962293333333.jpg,283,320,311,350,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\18.JPG,809,104,895,183,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\18039_24.485183517085115_118.11103466059224.jpg,666,293,711,339,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\183fdc349e5c809e730115fe90918e13.jpg,245,39,314,114,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\18645_24.511746680328443_118.11754674863387.jpg,655,352,677,373,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\18645_24.511750904348474_118.11745421449274.jpg,825,329,862,372,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\18649_24.511792611276608_118.11756189020772.jpg,655,349,677,373,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\18705_24.50904243386306_118.11781051851851.jpg,745,246,775,275,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\18776_24.514592509804675_118.11823913725492.jpg,687,343,716,372,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\19512_24.50495595512878_118.09537339743592.jpg,229,324,255,350,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\19906_24.496953_118.132698.jpg,668,243,705,279,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\1c28d57b285de7906f06af4e38fb5e0f.jpg,287,15,444,150,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\1d2fd49f29ae1dc3119fd7da003f2833.jpg,380,16,444,78,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\1f112afbbbb701adf189249b0b08318e.jpg,1,1,1081,659,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\1f112afbbbb701adf189249b0b08318e.jpg,433,107,599,262,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\1f112afbbbb701adf189249b0b08318e.jpg,453,278,584,408,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\20.JPG,544,141,588,180,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\20624464b223d7f9e1fa798fe1b29d5b.jpg,284,67,327,114,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\20836_24.51191141269884_118.14449972222222.jpg,474,291,489,305,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\20958_24.45743737007925_118.14636992913387.jpg,715,223,750,261,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\20958_24.45743737007925_118.14636992913387.jpg,713,262,748,303,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\20958_24.45743737007925_118.14636992913387.jpg,712,304,748,346,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\21.JPG,761,113,826,162,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\21203_24.45051290625072_118.149114921875.jpg,716,306,759,349,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\22.JPG,470,121,514,161,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\22806_24.471738532395104_118.16579604788733.jpg,639,355,658,376,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\23.JPG,348,170,366,188,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\23083_24.474709108108897_118.16926415970516.jpg,644,139,694,175,uturn
C:\Users\Zhihan\keras-retinanet\data\train_select\23533_24.492394793104072_118.17322506896552.jpg,331,336,351,359,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\24.4499933045_118.079555352.JPG,544,211,575,236,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\24.JPG,650,175,678,198,turn_left
C:\Users\Zhihan\keras-retinanet\data\train_select\24030_24.462225578125402_118.17764228125.jpg,852,215,895,262,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\25409_24.477431093750752_118.18809909375.jpg,937,291,997,356,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\25409_24.47767380769316_118.1881778076923.jpg,618,360,633,375,turn_right
C:\Users\Zhihan\keras-retinanet\data\train_select\25432_24.50009141610836_118.18802398881432.jpg,679,347,702,370,no_parking
C:\Users\Zhihan\keras-retinanet\data\train_select\25432_24.50009141610836_118.18802398881432.jpg,679,323,702,345,bg
C:\Users\Zhihan\keras-retinanet\data\train_select\25928_24.493405609271896_118.19233065562914.jpg,720,277,747,305,bg
